Game_Number,Date,Away,Home,OU,Spread,IL,ML,Away_ML,Points,Win,Margin,Prediction,Correct?,Bet_Amount,Money_Lost_Won,Running_Profit,Confidence,Uncertainty,Odds
SUMMARY,Tested: 10/27/2023,,,,,,,,,,,,,Bet for All Game: $100,"Total Profit: $58,392.18",,,,
,,,,,,,,,,,,,,Total Bets: 719,Win Rate: 74.7%,,,,
481,2024-02-29,Golden State Warriors,New York Knicks,223.0,0,0.602,166,251,209.0,0,0.0,1,No,100,-100.0,39610.82,0.602,0.1,166.19
482,2024-02-29,Utah Jazz,Orlando Magic,226.0,0,0.651,153,286,222.0,1,0.0,1,Yes,100,153.66,39764.49,0.651,0.1,153.66
483,2024-02-29,Milwaukee Bucks,Charlotte Hornets,219.0,0,0.765,130,426,210.0,0,0.0,0,Yes,100,130.64,39895.12,0.235,0.1,130.64
484,2024-03-01,Cleveland Cavaliers,Detroit Pistons,218.5,0,0.746,134,393,210.0,0,0.0,0,Yes,100,134.02,40029.14,0.254,0.1,134.02
485,2024-03-01,Charlotte Hornets,Philadelphia 76ers,214.5,0,0.815,122,540,235.0,1,0.0,1,Yes,100,122.71,40151.85,0.815,0.1,122.71
486,2024-03-01,Dallas Mavericks,Boston Celtics,237.5,0,0.74,135,385,248.0,1,0.0,1,Yes,100,135.08,40286.94,0.74,0.1,135.08
487,2024-03-01,Indiana Pacers,New Orleans Pelicans,241.5,0,0.673,148,306,231.0,1,0.0,1,Yes,100,148.48,40435.42,0.673,0.1,148.48
488,2024-03-01,Sacramento Kings,Minnesota Timberwolves,223.5,0,0.663,150,296,244.0,0,0.0,1,No,100,-100.0,40335.42,0.663,0.1,150.84
489,2024-03-01,Washington Wizards,LA Clippers,239.5,0,0.858,116,701,255.0,1,0.0,1,Yes,100,116.62,40452.03,0.858,0.1,116.62
490,2024-03-02,Houston Rockets,Phoenix Suns,230.5,0,0.688,145,320,227.0,0,0.0,1,No,100,-100.0,40352.03,0.688,0.1,145.45
491,2024-03-02,Utah Jazz,Miami Heat,223.5,0,0.675,148,308,246.0,1,0.0,1,Yes,100,148.07,40500.11,0.675,0.1,148.07
492,2024-03-03,Indiana Pacers,San Antonio Spurs,238.5,0,0.635,157,273,222.0,1,0.0,0,No,100,-100.0,40400.11,0.365,0.1,157.6
493,2024-03-03,New York Knicks,Cleveland Cavaliers,208.5,0,0.666,150,299,205.0,0,0.0,1,No,100,-100.0,40300.11,0.666,0.1,150.24
494,2024-03-03,Charlotte Hornets,Toronto Raptors,223.5,0,0.673,148,306,217.0,1,0.0,1,Yes,100,148.53,40448.63,0.673,0.1,148.53
495,2024-03-03,LA Clippers,Minnesota Timberwolves,219.5,0,0.607,164,254,177.0,0,0.0,1,No,100,-100.0,40348.63,0.607,0.1,164.84
496,2024-03-03,Golden State Warriors,Boston Celtics,231.0,0,0.798,125,495,228.0,1,0.0,1,Yes,100,125.26,40473.89,0.798,0.1,125.26
497,2024-03-03,Detroit Pistons,Orlando Magic,215.5,0,0.821,121,557,204.0,1,0.0,1,Yes,100,121.84,40595.74,0.821,0.1,121.84
498,2024-03-04,Memphis Grizzlies,Brooklyn Nets,206.0,0,0.644,155,280,208.0,0,0.0,1,No,100,-100.0,40495.74,0.644,0.1,155.27
499,2024-03-04,Portland Trail Blazers,Minnesota Timberwolves,210.5,0,0.854,117,685,233.0,1,0.0,1,Yes,100,117.09,40612.83,0.854,0.1,117.09
500,2024-03-04,LA Clippers,Milwaukee Bucks,222.5,0,0.639,156,277,219.0,1,0.0,1,Yes,100,156.48,40769.31,0.639,0.1,156.48
501,2024-03-04,Washington Wizards,Utah Jazz,240.5,0,0.713,140,348,242.0,1,0.0,1,Yes,100,140.25,40909.56,0.713,0.1,140.25
502,2024-03-05,San Antonio Spurs,Houston Rockets,226.5,0,0.702,142,335,215.0,1,0.0,1,Yes,100,142.52,41052.08,0.702,0.1,142.52
503,2024-03-05,Detroit Pistons,Miami Heat,217.0,0,0.799,125,498,228.0,1,0.0,1,Yes,100,125.09,41177.17,0.799,0.1,125.09
504,2024-03-05,Philadelphia 76ers,Brooklyn Nets,211.5,0,0.61,163,256,219.0,1,0.0,0,No,100,-100.0,41077.17,0.39,0.1,163.91
505,2024-03-05,New Orleans Pelicans,Toronto Raptors,230.5,0,0.696,143,328,237.0,0,0.0,0,Yes,100,143.73,41220.9,0.304,0.1,143.73
506,2024-03-05,Orlando Magic,Charlotte Hornets,208.0,0,0.744,134,390,190.0,0,0.0,0,Yes,100,134.45,41355.35,0.256,0.1,134.45
507,2024-03-05,Atlanta Hawks,New York Knicks,213.5,0,0.655,152,289,216.0,0,0.0,1,No,100,-100.0,41255.35,0.655,0.1,152.66
508,2024-03-06,Orlando Magic,Washington Wizards,222.5,0,0.673,148,305,228.0,0,0.0,0,Yes,100,148.63,41403.97,0.327,0.1,148.63
509,2024-03-06,Memphis Grizzlies,Philadelphia 76ers,214.0,0,0.761,131,418,224.0,0,0.0,1,No,100,-100.0,41303.97,0.761,0.1,131.35
510,2024-03-06,LA Clippers,Houston Rockets,222.5,0,0.642,155,279,238.0,0,0.0,0,Yes,100,155.79,41459.76,0.358,0.1,155.79
511,2024-03-06,Oklahoma City Thunder,Portland Trail Blazers,224.5,0,0.778,128,449,248.0,0,0.0,0,Yes,100,128.59,41588.35,0.222,0.1,128.59
512,2024-03-07,Chicago Bulls,Golden State Warriors,223.5,0,0.645,155,281,247.0,0,0.0,1,No,100,-100.0,41488.35,0.645,0.1,155.1
513,2024-03-07,San Antonio Spurs,Sacramento Kings,234.5,0,0.74,135,384,260.0,1,0.0,1,Yes,100,135.1,41623.45,0.74,0.1,135.1
514,2024-03-07,Toronto Raptors,Phoenix Suns,236.0,0,0.762,131,420,233.0,1,0.0,1,Yes,100,131.19,41754.64,0.762,0.1,131.19
515,2024-03-07,Brooklyn Nets,Detroit Pistons,216.0,0,0.626,159,267,230.0,1,0.0,0,No,100,-100.0,41654.64,0.374,0.1,159.81
516,2024-03-08,Atlanta Hawks,Memphis Grizzlies,215.0,0,0.667,149,300,191.0,0,0.0,0,Yes,100,149.93,41804.57,0.333,0.1,149.93
517,2024-03-08,Miami Heat,Oklahoma City Thunder,226.0,0,0.764,130,423,207.0,1,0.0,1,Yes,100,130.94,41935.52,0.764,0.1,130.94
518,2024-03-08,Houston Rockets,Portland Trail Blazers,222.5,0,0.713,140,348,230.0,0,0.0,0,Yes,100,140.23,42075.75,0.287,0.1,140.23
519,2024-03-09,Chicago Bulls,LA Clippers,219.5,0,0.723,138,361,214.0,1,0.0,1,Yes,100,138.29,42214.04,0.723,0.1,138.29
520,2024-03-09,Brooklyn Nets,Charlotte Hornets,207.5,0,0.649,153,285,209.0,1,0.0,0,No,100,-100.0,42114.04,0.351,0.1,153.99
521,2024-03-09,Dallas Mavericks,Detroit Pistons,238.0,0,0.718,139,354,266.0,0,0.0,0,Yes,100,139.28,42253.32,0.282,0.1,139.28
522,2024-03-09,San Antonio Spurs,Golden State Warriors,225.5,0,0.795,125,488,239.0,0,0.0,1,No,100,-100.0,42153.32,0.795,0.1,125.73
523,2024-03-09,Utah Jazz,Denver Nuggets,227.0,0,0.721,138,358,263.0,1,0.0,1,Yes,100,138.73,42292.05,0.721,0.1,138.73
524,2024-03-09,Toronto Raptors,Portland Trail Blazers,228.5,0,0.65,153,285,246.0,1,0.0,0,No,100,-100.0,42192.05,0.35,0.1,153.95
525,2024-03-10,Memphis Grizzlies,Oklahoma City Thunder,219.5,0,0.818,122,548,217.0,1,0.0,1,Yes,100,122.28,42314.33,0.818,0.1,122.28
526,2024-03-10,Washington Wizards,Miami Heat,226.5,0,0.8,125,498,218.0,0,0.0,1,No,100,-100.0,42214.33,0.8,0.1,125.08
527,2024-03-10,Brooklyn Nets,Cleveland Cavaliers,208.5,0,0.809,123,523,221.0,0,0.0,1,No,100,-100.0,42114.33,0.809,0.1,123.6
528,2024-03-10,Milwaukee Bucks,LA Clippers,221.0,0,0.636,157,274,241.0,0,0.0,1,No,100,-100.0,42014.33,0.636,0.1,157.2
529,2024-03-10,Indiana Pacers,Orlando Magic,222.5,0,0.628,159,268,208.0,0,0.0,1,No,100,-100.0,41914.33,0.628,0.1,159.29
530,2024-03-11,Phoenix Suns,Cleveland Cavaliers,221.0,0,0.63,158,270,228.0,0,0.0,1,No,100,-100.0,41814.33,0.63,0.1,158.62
531,2024-03-11,Golden State Warriors,San Antonio Spurs,226.0,0,0.661,151,294,214.0,0,0.0,0,Yes,100,151.31,41965.63,0.339,0.1,151.31
532,2024-03-11,Toronto Raptors,Denver Nuggets,233.0,0,0.806,124,514,244.0,1,0.0,1,Yes,100,124.13,42089.77,0.806,0.1,124.13
533,2024-03-11,Boston Celtics,Portland Trail Blazers,223.5,0,0.769,129,433,220.0,0,0.0,0,Yes,100,129.96,42219.73,0.231,0.1,129.96
534,2024-03-12,Boston Celtics,Utah Jazz,230.0,0,0.61,163,256,230.0,0,0.0,0,Yes,100,163.84,42383.57,0.39,0.1,163.84
535,2024-03-12,Indiana Pacers,Oklahoma City Thunder,240.5,0,0.746,134,393,232.0,0,0.0,1,No,100,-100.0,42283.57,0.746,0.1,134.01
536,2024-03-12,Houston Rockets,San Antonio Spurs,221.0,0,0.664,150,297,204.0,0,0.0,0,Yes,100,150.68,42434.25,0.336,0.1,150.68
537,2024-03-13,Atlanta Hawks,Portland Trail Blazers,215.5,0,0.71,140,344,208.0,1,0.0,0,No,100,-100.0,42334.25,0.29,0.1,140.82
538,2024-03-13,Brooklyn Nets,Orlando Magic,202.5,0,0.665,150,298,220.0,1,0.0,1,Yes,100,150.47,42484.72,0.665,0.1,150.47
539,2024-03-13,Chicago Bulls,Indiana Pacers,228.5,0,0.634,157,273,261.0,0,0.0,1,No,100,-100.0,42384.72,0.634,0.1,157.7
540,2024-03-14,Phoenix Suns,Boston Celtics,227.0,0,0.747,133,395,239.0,1,0.0,1,Yes,100,133.83,42518.54,0.747,0.1,133.83
541,2024-03-14,Philadelphia 76ers,Milwaukee Bucks,219.0,0,0.703,142,337,219.0,1,0.0,1,Yes,100,142.19,42660.73,0.703,0.1,142.19
542,2024-03-14,Washington Wizards,Houston Rockets,230.5,0,0.759,131,415,254.0,1,0.0,1,Yes,100,131.74,42792.47,0.759,0.1,131.74
543,2024-03-14,New York Knicks,Portland Trail Blazers,205.5,0,0.763,131,421,198.0,0,0.0,0,Yes,100,131.13,42923.6,0.237,0.1,131.13
544,2024-03-14,Dallas Mavericks,Oklahoma City Thunder,233.5,0,0.729,137,368,245.0,1,0.0,1,Yes,100,137.23,43060.83,0.729,0.1,137.23
545,2024-03-15,LA Clippers,New Orleans Pelicans,218.5,0,0.608,164,254,216.0,1,0.0,1,Yes,100,164.6,43225.43,0.608,0.1,164.6
546,2024-03-15,Denver Nuggets,San Antonio Spurs,224.5,0,0.711,140,345,223.0,0,0.0,0,Yes,100,140.74,43366.17,0.289,0.1,140.74
547,2024-03-15,Phoenix Suns,Charlotte Hornets,220.5,0,0.719,139,355,203.0,0,0.0,0,Yes,100,139.11,43505.27,0.281,0.1,139.11
548,2024-03-15,Miami Heat,Detroit Pistons,216.5,0,0.723,138,360,203.0,0,0.0,0,Yes,100,138.4,43643.68,0.277,0.1,138.4
549,2024-03-15,Orlando Magic,Toronto Raptors,222.5,0,0.681,146,313,216.0,0,0.0,0,Yes,100,146.82,43790.49,0.319,0.1,146.82
550,2024-03-16,Minnesota Timberwolves,Utah Jazz,222.5,0,0.659,151,292,219.0,0,0.0,0,Yes,100,151.84,43942.33,0.341,0.1,151.84
551,2024-03-16,Washington Wizards,Chicago Bulls,223.5,0,0.793,126,482,225.0,1,0.0,1,Yes,100,126.15,44068.49,0.793,0.1,126.15
552,2024-03-16,Portland Trail Blazers,New Orleans Pelicans,215.5,0,0.829,120,583,233.0,1,0.0,1,Yes,100,120.69,44189.18,0.829,0.1,120.69
553,2024-03-16,Charlotte Hornets,Philadelphia 76ers,209.0,0,0.814,122,537,207.0,1,0.0,1,Yes,100,122.85,44312.03,0.814,0.1,122.85
554,2024-03-16,Brooklyn Nets,Indiana Pacers,229.5,0,0.731,136,371,221.0,1,0.0,1,Yes,100,136.83,44448.86,0.731,0.1,136.83
555,2024-03-16,Oklahoma City Thunder,Memphis Grizzlies,216.5,0,0.756,132,410,230.0,0,0.0,0,Yes,100,132.23,44581.1,0.244,0.1,132.23
556,2024-03-17,Phoenix Suns,Milwaukee Bucks,227.0,0,0.647,154,283,269.0,1,0.0,1,Yes,100,154.58,44735.68,0.647,0.1,154.58
557,2024-03-17,Miami Heat,Detroit Pistons,214.0,0,0.73,136,370,205.0,0,0.0,0,Yes,100,136.99,44872.67,0.27,0.1,136.99
558,2024-03-17,Boston Celtics,Washington Wizards,224.5,0,0.75,133,400,234.0,0,0.0,0,Yes,100,133.33,45005.99,0.25,0.1,133.33
559,2024-03-17,Toronto Raptors,Orlando Magic,219.5,0,0.754,132,406,207.0,1,0.0,1,Yes,100,132.58,45138.58,0.754,0.1,132.58
560,2024-03-17,Atlanta Hawks,LA Clippers,221.0,0,0.779,128,452,203.0,0,0.0,1,No,100,-100.0,45038.58,0.779,0.1,128.38
561,2024-03-18,Atlanta Hawks,Los Angeles Lakers,226.5,0,0.698,143,331,241.0,1,0.0,1,Yes,100,143.28,45181.86,0.698,0.1,143.28
562,2024-03-18,Memphis Grizzlies,Sacramento Kings,220.5,0,0.744,134,390,232.0,1,0.0,1,Yes,100,134.46,45316.32,0.744,0.1,134.46
563,2024-03-18,Minnesota Timberwolves,Utah Jazz,225.5,0,0.67,149,302,218.0,0,0.0,0,Yes,100,149.35,45465.67,0.33,0.1,149.35
564,2024-03-18,Miami Heat,Philadelphia 76ers,205.5,0,0.611,163,257,189.0,1,0.0,1,Yes,100,163.65,45629.32,0.611,0.1,163.65
565,2024-03-18,Detroit Pistons,Boston Celtics,221.0,0,0.865,115,738,213.0,1,0.0,1,Yes,100,115.67,45744.99,0.865,0.1,115.67
566,2024-03-18,Portland Trail Blazers,Chicago Bulls,213.5,0,0.782,127,459,217.0,1,0.0,1,Yes,100,127.83,45872.81,0.782,0.1,127.83
567,2024-03-19,Charlotte Hornets,Orlando Magic,204.0,0,0.808,123,521,204.0,1,0.0,1,Yes,100,123.73,45996.55,0.808,0.1,123.73
568,2024-03-19,Houston Rockets,Washington Wizards,227.0,0,0.706,141,340,251.0,0,0.0,0,Yes,100,141.57,46138.12,0.294,0.1,141.57
569,2024-03-19,New Orleans Pelicans,Brooklyn Nets,216.0,0,0.663,150,296,195.0,0,0.0,0,Yes,100,150.89,46289.01,0.337,0.1,150.89
570,2024-03-19,Dallas Mavericks,San Antonio Spurs,236.5,0,0.701,142,334,220.0,0,0.0,0,Yes,100,142.69,46431.7,0.299,0.1,142.69
571,2024-03-19,Denver Nuggets,Minnesota Timberwolves,216.0,0,0.628,159,269,227.0,0,0.0,1,No,100,-100.0,46331.7,0.628,0.1,159.14
572,2024-03-20,Philadelphia 76ers,Phoenix Suns,222.5,0,0.636,157,275,217.0,1,0.0,1,Yes,100,157.13,46488.82,0.636,0.1,157.13
573,2024-03-20,LA Clippers,Portland Trail Blazers,216.0,0,0.78,128,454,219.0,0,0.0,0,Yes,100,128.18,46617.01,0.22,0.1,128.18
574,2024-03-20,Utah Jazz,Oklahoma City Thunder,232.5,0,0.73,137,370,226.0,1,0.0,1,Yes,100,137.03,46754.03,0.73,0.1,137.03
575,2024-03-20,Memphis Grizzlies,Golden State Warriors,220.0,0,0.793,126,483,253.0,1,0.0,1,Yes,100,126.06,46880.09,0.793,0.1,126.06
576,2024-03-20,Sacramento Kings,Toronto Raptors,234.0,0,0.689,145,321,212.0,0,0.0,0,Yes,100,145.12,47025.21,0.311,0.1,145.12
577,2024-03-20,Miami Heat,Cleveland Cavaliers,208.0,0,0.715,139,350,211.0,0,0.0,1,No,100,-100.0,46925.21,0.715,0.1,139.94
578,2024-03-20,Indiana Pacers,Detroit Pistons,235.0,0,0.683,146,315,225.0,0,0.0,0,Yes,100,146.33,47071.55,0.317,0.1,146.33
579,2024-03-20,Milwaukee Bucks,Boston Celtics,226.0,0,0.605,165,253,241.0,1,0.0,1,Yes,100,165.23,47236.78,0.605,0.1,165.23
580,2024-03-21,Atlanta Hawks,Phoenix Suns,227.0,0,0.726,137,364,243.0,1,0.0,1,Yes,100,137.75,47374.53,0.726,0.1,137.75
581,2024-03-21,New York Knicks,Denver Nuggets,208.5,0,0.657,152,291,213.0,1,0.0,1,Yes,100,152.11,47526.64,0.657,0.1,152.11
582,2024-03-21,Utah Jazz,Dallas Mavericks,236.5,0,0.706,141,339,210.0,1,0.0,1,Yes,100,141.73,47668.37,0.706,0.1,141.73
583,2024-03-21,Sacramento Kings,Washington Wizards,238.5,0,0.682,146,314,211.0,1,0.0,0,No,100,-100.0,47568.37,0.318,0.1,146.67
584,2024-03-21,Brooklyn Nets,Milwaukee Bucks,222.0,0,0.793,126,482,223.0,1,0.0,1,Yes,100,126.11,47694.48,0.793,0.1,126.11
585,2024-03-22,Boston Celtics,Detroit Pistons,224.5,0,0.734,136,375,231.0,0,0.0,0,Yes,100,136.29,47830.77,0.266,0.1,136.29
586,2024-03-22,Oklahoma City Thunder,Toronto Raptors,229.5,0,0.718,139,354,226.0,0,0.0,0,Yes,100,139.33,47970.1,0.282,0.1,139.33
587,2024-03-22,Cleveland Cavaliers,Minnesota Timberwolves,206.5,0,0.639,156,276,195.0,1,0.0,1,Yes,100,156.61,48126.71,0.639,0.1,156.61
588,2024-03-22,LA Clippers,Portland Trail Blazers,216.0,0,0.788,126,471,242.0,0,0.0,0,Yes,100,126.9,48253.61,0.212,0.1,126.9
589,2024-03-22,Indiana Pacers,Golden State Warriors,243.0,0,0.632,158,271,234.0,0,0.0,1,No,100,-100.0,48153.61,0.632,0.1,158.26
590,2024-03-23,Denver Nuggets,Portland Trail Blazers,209.0,0,0.784,127,462,225.0,0,0.0,0,Yes,100,127.6,48281.22,0.216,0.1,127.6
591,2024-03-23,Utah Jazz,Houston Rockets,227.5,0,0.648,154,283,266.0,1,0.0,1,Yes,100,154.41,48435.63,0.648,0.1,154.41
592,2024-03-23,Phoenix Suns,San Antonio Spurs,231.5,0,0.712,140,347,237.0,0,0.0,0,Yes,100,140.36,48575.98,0.288,0.1,140.36
593,2024-03-23,Charlotte Hornets,Atlanta Hawks,211.5,0,0.685,145,317,223.0,1,0.0,1,Yes,100,145.99,48721.97,0.685,0.1,145.99
594,2024-03-23,Brooklyn Nets,New York Knicks,205.0,0,0.754,132,406,198.0,1,0.0,1,Yes,100,132.67,48854.65,0.754,0.1,132.67
595,2024-03-24,New Orleans Pelicans,Detroit Pistons,218.0,0,0.758,131,413,215.0,0,0.0,0,Yes,100,131.89,48986.54,0.242,0.1,131.89
596,2024-03-24,Philadelphia 76ers,LA Clippers,216.0,0,0.74,135,384,228.0,0,0.0,1,No,100,-100.0,48886.54,0.74,0.1,135.16
597,2024-03-24,Golden State Warriors,Minnesota Timberwolves,219.5,0,0.716,139,351,224.0,1,0.0,1,Yes,100,139.76,49026.3,0.716,0.1,139.76
598,2024-03-25,Indiana Pacers,LA Clippers,235.5,0,0.752,133,402,249.0,0,0.0,1,No,100,-100.0,48926.3,0.752,0.1,133.04
599,2024-03-25,Memphis Grizzlies,Denver Nuggets,214.5,0,0.831,120,592,231.0,1,0.0,1,Yes,100,120.32,49046.62,0.831,0.1,120.32
600,2024-03-25,Dallas Mavericks,Utah Jazz,238.5,0,0.664,150,297,220.0,0,0.0,0,Yes,100,150.71,49197.33,0.336,0.1,150.71
601,2024-03-25,Washington Wizards,Chicago Bulls,226.0,0,0.757,132,412,212.0,0,0.0,1,No,100,-100.0,49097.33,0.757,0.1,132.05
602,2024-03-25,Portland Trail Blazers,Houston Rockets,225.5,0,0.81,123,526,202.0,1,0.0,1,Yes,100,123.46,49220.8,0.81,0.1,123.46
603,2024-03-25,Detroit Pistons,New York Knicks,211.0,0,0.839,119,621,223.0,1,0.0,1,Yes,100,119.19,49339.98,0.839,0.1,119.19
604,2024-03-25,Boston Celtics,Atlanta Hawks,225.0,0,0.612,163,257,238.0,1,0.0,0,No,100,-100.0,49239.98,0.388,0.1,163.49
605,2024-03-25,Charlotte Hornets,Cleveland Cavaliers,206.0,0,0.807,123,518,207.0,1,0.0,1,Yes,100,123.92,49363.9,0.807,0.1,123.92
606,2024-03-25,Phoenix Suns,San Antonio Spurs,234.5,0,0.715,139,350,206.0,1,0.0,0,No,100,-100.0,49263.9,0.285,0.1,139.94
607,2024-03-26,Los Angeles Lakers,Milwaukee Bucks,234.5,0,0.746,134,394,252.0,0,0.0,1,No,100,-100.0,49163.9,0.746,0.1,134.0
608,2024-03-27,Phoenix Suns,Denver Nuggets,229.5,0,0.653,153,288,201.0,0,0.0,1,No,100,-100.0,49063.9,0.653,0.1,153.1
609,2024-03-27,Houston Rockets,Oklahoma City Thunder,225.5,0,0.704,142,337,258.0,0,0.0,1,No,100,-100.0,48963.9,0.704,0.1,142.1
610,2024-03-27,Los Angeles Lakers,Memphis Grizzlies,225.0,0,0.7,142,333,260.0,0,0.0,0,Yes,100,142.79,49106.69,0.3,0.1,142.79
611,2024-03-27,Detroit Pistons,Minnesota Timberwolves,215.5,0,0.845,118,647,197.0,1,0.0,1,Yes,100,118.28,49224.97,0.845,0.1,118.28
612,2024-03-27,San Antonio Spurs,Utah Jazz,228.0,0,0.69,144,322,229.0,0,0.0,1,No,100,-100.0,49124.97,0.69,0.1,144.98
613,2024-03-27,Portland Trail Blazers,Atlanta Hawks,219.5,0,0.704,142,337,226.0,1,0.0,1,Yes,100,142.03,49267.0,0.704,0.1,142.03
614,2024-03-27,New York Knicks,Toronto Raptors,211.5,0,0.697,143,330,246.0,0,0.0,0,Yes,100,143.4,49410.39,0.303,0.1,143.4
615,2024-03-27,Brooklyn Nets,Washington Wizards,220.5,0,0.607,164,254,241.0,0,0.0,0,Yes,100,164.61,49575.01,0.393,0.1,164.61
616,2024-03-27,Golden State Warriors,Orlando Magic,218.0,0,0.656,152,290,194.0,0,0.0,1,No,100,-100.0,49475.01,0.656,0.1,152.52
617,2024-03-27,Cleveland Cavaliers,Charlotte Hornets,208.0,0,0.734,136,376,229.0,1,0.0,0,No,100,-100.0,49375.01,0.266,0.1,136.19
618,2024-03-28,Boston Celtics,Atlanta Hawks,226.0,0,0.626,159,267,0.0,0,0.0,0,Yes,100,159.68,49534.68,0.374,0.1,159.68
619,2024-03-30,Memphis Grizzlies,Orlando Magic,209.0,0,0.757,132,411,206.0,1,0.0,1,Yes,100,132.06,49666.74,0.757,0.1,132.06
620,2024-03-30,Milwaukee Bucks,Atlanta Hawks,222.5,0,0.607,164,254,235.0,0,0.0,0,Yes,100,164.78,49831.52,0.393,0.1,164.78
621,2024-03-31,Utah Jazz,Sacramento Kings,220.5,0,0.666,150,299,233.0,1,0.0,1,Yes,100,150.05,49981.58,0.666,0.1,150.05
622,2024-03-31,Golden State Warriors,San Antonio Spurs,228.0,0,0.656,152,290,230.0,0,0.0,0,Yes,100,152.46,50134.03,0.344,0.1,152.46
623,2024-03-31,Chicago Bulls,Minnesota Timberwolves,211.5,0,0.773,129,440,210.0,0,0.0,1,No,100,-100.0,50034.03,0.773,0.1,129.4
624,2024-03-31,Cleveland Cavaliers,Denver Nuggets,217.5,0,0.645,154,282,231.0,1,0.0,1,Yes,100,154.94,50188.97,0.645,0.1,154.94
625,2024-03-31,Miami Heat,Washington Wizards,214.0,0,0.729,137,368,226.0,0,0.0,0,Yes,100,137.21,50326.18,0.271,0.1,137.21
626,2024-03-31,Philadelphia 76ers,Toronto Raptors,214.5,0,0.66,151,294,255.0,0,0.0,0,Yes,100,151.44,50477.62,0.34,0.1,151.44
627,2024-03-31,LA Clippers,Charlotte Hornets,216.0,0,0.758,131,413,248.0,0,0.0,0,Yes,100,131.92,50609.54,0.242,0.1,131.92
628,2024-03-31,Los Angeles Lakers,Brooklyn Nets,225.5,0,0.648,154,284,220.0,0,0.0,0,Yes,100,154.25,50763.79,0.352,0.1,154.25
629,2024-04-01,Brooklyn Nets,Indiana Pacers,227.5,0,0.713,140,348,244.0,1,0.0,1,Yes,100,140.26,50904.05,0.713,0.1,140.26
630,2024-04-01,Boston Celtics,Charlotte Hornets,219.5,0,0.786,127,466,222.0,0,0.0,0,Yes,100,127.29,51031.34,0.214,0.1,127.29
631,2024-04-01,Portland Trail Blazers,Orlando Magic,210.5,0,0.796,125,490,207.0,1,0.0,1,Yes,100,125.61,51156.95,0.796,0.1,125.61
632,2024-04-02,Milwaukee Bucks,Washington Wizards,225.5,0,0.754,132,407,230.0,1,0.0,0,No,100,-100.0,51056.95,0.246,0.1,132.57
633,2024-04-02,Los Angeles Lakers,Toronto Raptors,236.5,0,0.699,143,332,239.0,0,0.0,0,Yes,100,143.09,51200.04,0.301,0.1,143.09
634,2024-04-02,Houston Rockets,Minnesota Timberwolves,214.0,0,0.721,138,359,219.0,1,0.0,1,Yes,100,138.6,51338.64,0.721,0.1,138.6
635,2024-04-02,Cleveland Cavaliers,Utah Jazz,218.0,0,0.688,145,320,242.0,0,0.0,0,Yes,100,145.34,51483.98,0.312,0.1,145.34
636,2024-04-02,San Antonio Spurs,Denver Nuggets,223.5,0,0.813,123,534,215.0,1,0.0,1,Yes,100,123.03,51607.01,0.813,0.1,123.03
637,2024-04-03,Orlando Magic,New Orleans Pelicans,208.0,0,0.632,158,271,225.0,0,0.0,1,No,100,-100.0,51507.01,0.632,0.1,158.35
638,2024-04-03,Toronto Raptors,Minnesota Timberwolves,213.5,0,0.845,118,645,218.0,1,0.0,1,Yes,100,118.35,51625.35,0.845,0.1,118.35
639,2024-04-03,Memphis Grizzlies,Milwaukee Bucks,218.0,0,0.857,116,699,212.0,0,0.0,1,No,100,-100.0,51525.35,0.857,0.1,116.69
640,2024-04-03,Detroit Pistons,Atlanta Hawks,223.0,0,0.656,152,290,234.0,1,0.0,1,Yes,100,152.47,51677.83,0.656,0.1,152.47
641,2024-04-03,Los Angeles Lakers,Washington Wizards,237.0,0,0.668,149,301,245.0,0,0.0,0,Yes,100,149.67,51827.5,0.332,0.1,149.67
642,2024-04-03,Oklahoma City Thunder,Boston Celtics,229.0,0,0.628,159,269,235.0,1,0.0,1,Yes,100,159.16,51986.66,0.628,0.1,159.16
643,2024-04-04,Atlanta Hawks,Dallas Mavericks,228.0,0,0.691,144,323,204.0,1,0.0,1,Yes,100,144.64,52131.3,0.691,0.1,144.64
644,2024-04-04,Denver Nuggets,LA Clippers,219.5,0,0.659,151,292,202.0,1,0.0,1,Yes,100,151.84,52283.14,0.659,0.1,151.84
645,2024-04-05,Utah Jazz,LA Clippers,224.5,0,0.745,134,391,233.0,1,0.0,1,Yes,100,134.31,52417.45,0.745,0.1,134.31
646,2024-04-05,Golden State Warriors,Dallas Mavericks,224.0,0,0.616,162,260,214.0,1,0.0,1,Yes,100,162.42,52579.87,0.616,0.1,162.42
647,2024-04-05,Toronto Raptors,Milwaukee Bucks,233.0,0,0.816,122,543,228.0,0,0.0,1,No,100,-100.0,52479.87,0.816,0.1,122.56
648,2024-04-05,Sacramento Kings,Boston Celtics,226.0,0,0.794,125,484,201.0,1,0.0,1,Yes,100,125.99,52605.86,0.794,0.1,125.99
649,2024-04-05,Orlando Magic,Charlotte Hornets,207.0,0,0.723,138,361,239.0,1,0.0,0,No,100,-100.0,52505.86,0.277,0.1,138.25
650,2024-04-05,San Antonio Spurs,New Orleans Pelicans,218.5,0,0.784,127,462,220.0,0,0.0,1,No,100,-100.0,52405.86,0.784,0.1,127.56
651,2024-04-06,Detroit Pistons,Brooklyn Nets,216.0,0,0.738,135,381,216.0,1,0.0,1,Yes,100,135.53,52541.39,0.738,0.1,135.53
